131995875883887,PHYSICS,INIT_MASS,3b9aca00
131995959039988,GEO_STEP,COORD_R,4003c2b0784dbce4
131995959646632,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995960268676,GEO_STEP,VEL_R,bfc1fad399448022
131995960865751,GEO_STEP,COORD_R,4003c1403e6a6fbb
131995961462955,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995962082616,GEO_STEP,VEL_R,bfc215b20d56950f
131995962492355,GEO_STEP,COORD_R,4003bfcdde4068ce
131995962906769,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995963619411,GEO_STEP,VEL_R,bfc2309471598dff
131995964640686,GEO_STEP,COORD_R,4003be59577f057b
131995965435869,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995966215805,GEO_STEP,VEL_R,bfc24b7acc075863
131995966765239,GEO_STEP,COORD_R,4003bce2a9d5195f
131995967458655,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995967909235,GEO_STEP,VEL_R,bfc26665241ee3d7
131995968437037,GEO_STEP,COORD_R,4003bb69d4f0edf1
131995969066278,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995969507825,GEO_STEP,VEL_R,bfc2815380642c82
131995969893099,GEO_STEP,COORD_R,4003b9eed8804216
131995970349462,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995970817599,GEO_STEP,VEL_R,bfc29c45e7a0458e
131995971273964,GEO_STEP,COORD_R,4003b871b43049bf
131995971972670,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995972553056,GEO_STEP,VEL_R,bfc2b73c60a163ad
131995973058376,GEO_STEP,COORD_R,4003b6f267adad7a
131995973595683,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995974188501,GEO_STEP,VEL_R,bfc2d236f23ae7b0
131995974702616,GEO_STEP,COORD_R,4003b570f2a48a0b
131995975257610,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995975838744,GEO_STEP,VEL_R,bfc2ed35a345692d
131995976386117,GEO_STEP,COORD_R,4003b3ed54c07003
131995976878486,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995977406424,GEO_STEP,VEL_R,bfc308387a9ec137
131995977853492,GEO_STEP,COORD_R,4003b2678dac6350
131995978439579,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995978906078,GEO_STEP,VEL_R,bfc3233f7f2a1526
131995979344940,GEO_STEP,COORD_R,4003b0df9d12dad3
131995979737922,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995980187425,GEO_STEP,VEL_R,bfc33e4ab7cfe172
131995980589715,GEO_STEP,COORD_R,4003af55829dbff4
131995981015060,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995981456948,GEO_STEP,VEL_R,bfc3595a2b7e049e
131995981862525,GEO_STEP,COORD_R,4003adc93df66e31
131995982325671,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995982729642,GEO_STEP,VEL_R,bfc3746de127ca34
131995983154908,GEO_STEP,COORD_R,4003ac3acec5b2b0
131995983553195,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995983995541,GEO_STEP,VEL_R,bfc38f85dfc5f5d4
131995984416053,GEO_STEP,COORD_R,4003aaaa34b3cbd0
131995984814411,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995985315566,GEO_STEP,VEL_R,bfc3aaa22e56ce54
131995985855300,GEO_STEP,COORD_R,4003a9176f6868b5
131995986357478,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995986900974,GEO_STEP,VEL_R,bfc3c5c2d3de28f3
131995987503305,GEO_STEP,COORD_R,4003a7827e8aa8db
131995988062323,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995988524220,GEO_STEP,VEL_R,bfc3e0e7d765749e
131995988978869,GEO_STEP,COORD_R,4003a5eb61c11b9e
131995989452957,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995989893810,GEO_STEP,VEL_R,bfc3fc113ffbc545
131995990383812,GEO_STEP,COORD_R,4003a45218b1bfcc
131995990855894,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995991329561,GEO_STEP,VEL_R,bfc4173f14b5df46
131995991787891,GEO_STEP,COORD_R,4003a2b6a302032b
131995992254848,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995992687423,GEO_STEP,VEL_R,bfc432715cae42ea
131995993193435,GEO_STEP,COORD_R,4003a1190056c207
131995993674212,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995994168825,GEO_STEP,VEL_R,bfc44da81f0537f3
131995994616135,GEO_STEP,COORD_R,40039f79305446bb
131995995103932,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995995732855,GEO_STEP,VEL_R,bfc468e362e0d93f
131995996295239,GEO_STEP,COORD_R,40039dd7329e4939
131995996857669,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995997473627,GEO_STEP,VEL_R,bfc484232f6d207f
131995998092673,GEO_STEP,COORD_R,40039c3306d7ee93
131995998647851,GEO_STEP,COORD_TH,3ff91eb851eb851f
131995999229308,GEO_STEP,VEL_R,bfc49f678bdbf1fe
131995999703245,GEO_STEP,COORD_R,40039a8caca3c880
131996000360145,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996000842338,GEO_STEP,VEL_R,bfc4bab07f652882
131996001362868,GEO_STEP,COORD_R,400398e423a3d4e3
131996001880954,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996002537290,GEO_STEP,VEL_R,bfc4d5fe1146a138
131996003199868,GEO_STEP,COORD_R,400397396b797d51
131996003860827,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996004526418,GEO_STEP,VEL_R,bfc4f15048c447be
131996005157422,GEO_STEP,COORD_R,4003958c83c59693
131996005796018,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996006477681,GEO_STEP,VEL_R,bfc50ca72d28223a
131996007096810,GEO_STEP,COORD_R,400393dd6c28602a
131996007716008,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996008376109,GEO_STEP,VEL_R,bfc52802c5c25d88
131996008870097,GEO_STEP,COORD_R,4003922c244183d1
131996009366420,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996009893816,GEO_STEP,VEL_R,bfc5436319e9597f
131996010494464,GEO_STEP,COORD_R,40039078abb014fd
131996010973042,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996011526008,GEO_STEP,VEL_R,bfc55ec830f9b546
131996012078421,GEO_STEP,COORD_R,40038ec30212905f
131996012555778,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996013093616,GEO_STEP,VEL_R,bfc57a3212565bc2
131996013677630,GEO_STEP,COORD_R,40038d0b2706db62
131996014337943,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996014938307,GEO_STEP,VEL_R,bfc595a0c568901b
131996015554268,GEO_STEP,COORD_R,40038b511a2a43a8
131996016216924,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996016781514,GEO_STEP,VEL_R,bfc5b114519ffa4f
131996017405463,GEO_STEP,COORD_R,40038994db197e8a
131996018172079,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996018843730,GEO_STEP,VEL_R,bfc5cc8cbe72b3e3
131996019575364,GEO_STEP,COORD_R,400387d66970a890
131996020147186,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996020627555,GEO_STEP,VEL_R,bfc5e80a135d54a7
131996021112958,GEO_STEP,COORD_R,40038615c4cb44f0
131996022149690,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996022689912,GEO_STEP,VEL_R,bfc6038c57e2ff8e
131996023274426,GEO_STEP,COORD_R,40038452ecc43d05
131996023893534,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996024621565,GEO_STEP,VEL_R,bfc61f13938d6fa0
131996025274695,GEO_STEP,COORD_R,4003828de0f5dfc9
131996025977195,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996026772357,GEO_STEP,VEL_R,bfc63a9fcded0500
131996027557897,GEO_STEP,COORD_R,400380c6a0f9e14e
131996028138453,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996028529321,GEO_STEP,VEL_R,bfc656310e98d20b
131996028917659,GEO_STEP,COORD_R,40037efd2c695a33
131996029460434,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996029912170,GEO_STEP,VEL_R,bfc671c75d2ea88d
131996030403287,GEO_STEP,COORD_R,40037d3182dcc71b
131996030866405,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996031299909,GEO_STEP,VEL_R,bfc68d62c153270c
131996031689935,GEO_STEP,COORD_R,40037b63a3ec0822
131996032112023,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996032528465,GEO_STEP,VEL_R,bfc6a90342b1c62f
131996032929303,GEO_STEP,COORD_R,400379938f2e6050
131996033396021,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996033789351,GEO_STEP,VEL_R,bfc6c4a8e8fce637
131996034395348,GEO_STEP,COORD_R,400377c1443a750a
131996034876732,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996035439890,GEO_STEP,VEL_R,bfc6e053bbeddc95
131996036150807,GEO_STEP,COORD_R,400375ecc2a64d88
131996036787139,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996037350701,GEO_STEP,VEL_R,bfc6fc03c3450195
131996037767304,GEO_STEP,COORD_R,400374160a075240
131996038250453,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996038720147,GEO_STEP,VEL_R,bfc717b906c9be25
131996039326671,GEO_STEP,COORD_R,4003723d19f24c5a
131996039932649,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996040456389,GEO_STEP,VEL_R,bfc733738e4a99b1
131996040931880,GEO_STEP,COORD_R,40037061f1fb651b
131996041510269,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996041995145,GEO_STEP,VEL_R,bfc74f33619d4819
131996042527367,GEO_STEP,COORD_R,40036e8491b62553
131996043129307,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996043664112,GEO_STEP,VEL_R,bfc76af8889eb7c4
131996044244351,GEO_STEP,COORD_R,40036ca4f8b574c9
131996044741539,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996045331346,GEO_STEP,VEL_R,bfc786c30b331fc6
131996045932248,GEO_STEP,COORD_R,40036ac3268b99a8
131996046650547,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996047254913,GEO_STEP,VEL_R,bfc7a292f1460e27
131996047845837,GEO_STEP,COORD_R,400368df1aca37e4
131996048428581,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996049010897,GEO_STEP,VEL_R,bfc7be6842ca763e
131996049562029,GEO_STEP,COORD_R,400366f8d50250a7
131996050156402,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996050703032,GEO_STEP,VEL_R,bfc7da4307babf2b
131996051346709,GEO_STEP,COORD_R,4003651054c441b6
131996051960909,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996052459305,GEO_STEP,VEL_R,bfc7f6234818d267
131996052964401,GEO_STEP,COORD_R,40036325999fc4d8
131996053503401,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996054062743,GEO_STEP,VEL_R,bfc812090bee2a73
131996054569746,GEO_STEP,COORD_R,40036138a323ef3b
131996055088674,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996055529942,GEO_STEP,VEL_R,bfc82df45b4be1a1
131996056129058,GEO_STEP,COORD_R,40035f4970df30d7
131996056730255,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996057278508,GEO_STEP,VEL_R,bfc849e53e4ac0f5
131996057735906,GEO_STEP,COORD_R,40035d58025f53d2
131996058215909,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996058701473,GEO_STEP,VEL_R,bfc865dbbd0b4f29
131996059169815,GEO_STEP,COORD_R,40035b6457317be0
131996059713161,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996060389645,GEO_STEP,VEL_R,bfc881d7dfb5dfc6
131996060964543,GEO_STEP,COORD_R,4003596e6ee225a5
131996061525499,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996062149508,GEO_STEP,VEL_R,bfc89dd9ae7aa25b
131996062673883,GEO_STEP,COORD_R,4003577648fd2613
131996063157282,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996063614016,GEO_STEP,VEL_R,bfc8b9e13191b1d2
131996064158145,GEO_STEP,COORD_R,4003557be50da9c7
131996064794849,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996065442994,GEO_STEP,VEL_R,bfc8d5ee713b23e3
131996066097853,GEO_STEP,COORD_R,4003537f429e3468
131996066630993,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996067207251,GEO_STEP,VEL_R,bfc8f20175bf18a1
131996067721861,GEO_STEP,COORD_R,400351806138a000
131996068276936,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996068749997,GEO_STEP,VEL_R,bfc90e1a476dca25
131996069259906,GEO_STEP,COORD_R,40034f7f40661c56
131996069751207,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996070375493,GEO_STEP,VEL_R,bfc92a38ee9f9c57
131996070956527,GEO_STEP,COORD_R,40034d7bdfaf2e49
131996071547950,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996072203103,GEO_STEP,VEL_R,bfc9465d73b52cd9
131996072996971,GEO_STEP,COORD_R,40034b763e9baf27
131996073536144,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996074072577,GEO_STEP,VEL_R,bfc96287df176308
131996074477557,GEO_STEP,COORD_R,4003496e5cb2cc00
131996074956538,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996075503818,GEO_STEP,VEL_R,bfc97eb839378024
131996076124552,GEO_STEP,COORD_R,40034764397b0500
131996076621629,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996077193039,GEO_STEP,VEL_R,bfc99aee8a8f2f91
131996077687517,GEO_STEP,COORD_R,40034557d47a2cbf
131996078199849,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996078677815,GEO_STEP,VEL_R,bfc9b72adba0973b
131996079223528,GEO_STEP,COORD_R,400343492d356794
131996079716385,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996080259628,GEO_STEP,VEL_R,bfc9d36d34f66817
131996080843808,GEO_STEP,COORD_R,4003413843312ae8
131996081457489,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996082060462,GEO_STEP,VEL_R,bfc9efb59f23eec6
131996082561578,GEO_STEP,COORD_R,40033f2515f13c83
131996083093056,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996083590827,GEO_STEP,VEL_R,bfca0c0422c52457
131996084286769,GEO_STEP,COORD_R,40033d0fa4f8b1dc
131996084896619,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996085839498,GEO_STEP,VEL_R,bfca2858c87ebf28
131996086723031,GEO_STEP,COORD_R,40033af7efc9ef66
131996087420540,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996088082202,GEO_STEP,VEL_R,bfca44b398fe43ed
131996088584605,GEO_STEP,COORD_R,400338ddf5e6a7db
131996089099955,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996089582933,GEO_STEP,VEL_R,bfca61149cfa16d2
131996090101365,GEO_STEP,COORD_R,400336c1b6cfdb87
131996090567241,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996091062990,GEO_STEP,VEL_R,bfca7d7bdd318cc3
131996091619871,GEO_STEP,COORD_R,400334a33205d790
131996092280187,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996092949478,GEO_STEP,VEL_R,bfca99e9626cfcd2
131996093512618,GEO_STEP,COORD_R,400332826708353e
131996094066092,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996094562955,GEO_STEP,VEL_R,bfcab65d357dd1c4
131996095285110,GEO_STEP,COORD_R,4003305f5555d942
131996095954936,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996097138375,GEO_STEP,VEL_R,bfcad2d75f3e9bbd
131996097830071,GEO_STEP,COORD_R,40032e39fc6cf2f8
131996098627736,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996099256805,GEO_STEP,VEL_R,bfcaef57e8932210
131996099807633,GEO_STEP,COORD_R,40032c125bcafbae
131996100524455,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996101230379,GEO_STEP,VEL_R,bfcb0bdeda687533
131996101581711,GEO_STEP,COORD_R,400329e872ecb5e2
131996102038670,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996102473372,GEO_STEP,VEL_R,bfcb286c3db500d4
131996102822244,GEO_STEP,COORD_R,400327bc414e2c86
131996103230202,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996103592825,GEO_STEP,VEL_R,bfcb45001b789e17
131996103902900,GEO_STEP,COORD_R,4003258dc66ab23c
131996104247640,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996104629782,GEO_STEP,VEL_R,bfcb619a7cbca5f2
131996105028926,GEO_STEP,COORD_R,4003235d01bce095
131996105410685,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996105801441,GEO_STEP,VEL_R,bfcb7e3b6a9403b5
131996106206855,GEO_STEP,COORD_R,40032129f2be974d
131996106612522,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996107036616,GEO_STEP,VEL_R,bfcb9ae2ee1b47af
131996107403572,GEO_STEP,COORD_R,40031ef498e8fb85
131996107761193,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996108111082,GEO_STEP,VEL_R,bfcbb7911078ba02
131996108455971,GEO_STEP,COORD_R,40031cbcf3b476fb
131996108782197,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996109109232,GEO_STEP,VEL_R,bfcbd445dadc6d92
131996109382274,GEO_STEP,COORD_R,40031a830298b744
131996109614863,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996109836978,GEO_STEP,VEL_R,bfcbf10156805326
131996110042052,GEO_STEP,COORD_R,40031846c50cad00
131996110298854,GEO_STEP,COORD_TH,3ff91eb851eb851f
131996110475924,GEO_STEP,VEL_R,bfcc0dc38ca84ca4
131996110654729,GEO_STEP,COORD_R,400316083a868b0e
131996110847669,GEO_STEP,COORD_TH,3ff91eb851eb851f
