mode,run,seed,rc,wins,losses,win_rate,nqubits_per_sec,nqubit_avg_score,baseline_avg_score,latency_p50_ns,latency_p95_ns,latency_p99_ns,used_hardware_entropy,margin_mean,margin_std,scenario_latency_mean_ns
hardware_preferred,20,0,0,245,115,0.680555555556,6950238.704,0.963001797939,0.937959183882,184960,212810,216280,True,0.025042614057130555,0.05334510236479766,189358.0888888889
hardware_preferred,21,0,0,243,117,0.675,9202125.34,0.965176557162,0.938520266896,132890,182440,193040,True,0.026656290265961113,0.05290564065034378,142220.20555555556
hardware_preferred,22,0,0,227,133,0.630555555556,8640962.159,0.961970416333,0.940364166801,147260,196141,207650,True,0.021606249531824998,0.05320522792369094,152451.95277777777
hardware_preferred,23,0,0,229,131,0.636111111111,8923582.898,0.958258089014,0.939286826712,137160,189430,206820,True,0.018971262302022222,0.051660495035852586,147461.225
hardware_preferred,24,0,0,241,119,0.669444444444,7501587.166,0.963855448315,0.938025046366,182450,206190,226490,True,0.025830401948961114,0.05398611789007778,175506.49444444446
hardware_preferred,25,0,0,215,145,0.597222222222,7965785.182,0.961131912159,0.944486829548,174941,209820,246800,True,0.01664508261079167,0.05229253756351537,164197.99166666667
hardware_preferred,26,0,0,237,123,0.658333333333,8348254.873,0.963816834186,0.940661245827,160520,192140,213180,True,0.02315558835874444,0.04934710774989272,158261.63055555554
hardware_preferred,27,0,0,241,119,0.669444444444,7767510.998,0.962481822233,0.938060753409,180730,206630,209080,True,0.024421068823950003,0.05049925167004655,170287.38333333333
hardware_preferred,28,0,0,244,116,0.677777777778,7705256.687,0.962842986844,0.938267178968,184171,209280,214190,True,0.02457580787612222,0.04827936326398503,171019.84166666667
hardware_preferred,29,0,0,232,128,0.644444444444,7637499.888,0.962624430232,0.942304403544,184200,208860,212541,True,0.020320026687713887,0.048588499810821605,172581.85833333334
deterministic_seeded,0,1,0,247,113,0.686111111111,8218916.851,0.962723751798,0.940151442496,167691,196990,213990,False,0.022572309302347222,0.04726312032607912,160510.26388888888
deterministic_seeded,1,2,0,244,116,0.677777777778,7846167.785,0.964751083615,0.941196772426,172710,199880,218910,False,0.023554311188763888,0.051096520531153364,167807.85555555555
deterministic_seeded,2,3,0,232,128,0.644444444444,7343937.717,0.961350553693,0.940048574945,175130,211150,219860,False,0.021301978748480555,0.05133401536778466,180319.9972222222
deterministic_seeded,3,4,0,238,122,0.661111111111,8673506.3,0.961752171061,0.939304730635,142130,193460,206450,False,0.022447440425925003,0.04885956098129349,151762.6277777778
deterministic_seeded,4,5,0,229,131,0.636111111111,8684645.33,0.960279671985,0.942190655381,145790,190971,210350,False,0.018089016604091665,0.048316849245074144,151517.40555555557
deterministic_seeded,5,6,0,237,123,0.658333333333,7958880.381,0.963872240068,0.941370848251,176810,199371,217860,False,0.022501391817008335,0.05191436786640746,165617.7472222222
deterministic_seeded,6,7,0,230,130,0.638888888889,8159402.475,0.960779211338,0.940508284782,173350,196790,212950,False,0.02027092655641389,0.05191364392268776,161796.15833333333
deterministic_seeded,7,8,0,248,112,0.688888888889,8760421.708,0.96146624983,0.93653192143,138180,194910,252940,False,0.024934328400530555,0.05104614851505948,150259.31944444444
deterministic_seeded,8,9,0,231,129,0.641666666667,7913464.383,0.963755271045,0.941333310634,180180,208021,214240,False,0.022421960410836113,0.05180803043888159,167131.75
deterministic_seeded,9,10,0,230,130,0.638888888889,8473240.146,0.962068006452,0.943077058577,153060,190140,204020,False,0.018990947875394446,0.049088176293993285,155593.75555555554
deterministic_seeded,10,11,0,238,122,0.661111111111,8245493.335,0.960595824205,0.937016257483,171590,198930,209790,False,0.023579566722294443,0.05303062812335781,160013.85833333334
deterministic_seeded,11,12,0,226,134,0.627777777778,8530810.308,0.960198908618,0.937343619012,148130,197320,211601,False,0.02285528960553611,0.055064792731142106,154455.79444444444
deterministic_seeded,12,13,0,229,131,0.636111111111,8282210.54,0.96271975317,0.938727938494,166020,194621,209770,False,0.023991814676088886,0.0544825583640707,159482.525
deterministic_seeded,13,14,0,227,133,0.630555555556,8762313.332,0.960030961856,0.941106844148,141970,190690,200300,False,0.018924117707894445,0.051904100759032845,150696.04166666666
deterministic_seeded,14,15,0,233,127,0.647222222222,8618232.757,0.959922500896,0.936318099014,142010,191810,210180,False,0.023604401882858332,0.0542133128164283,153429.04166666666
deterministic_seeded,15,16,0,226,134,0.627777777778,8588998.332,0.963398477518,0.940246135079,147830,189540,200990,False,0.023152342439355555,0.052107188928703994,153777.65277777778
deterministic_seeded,16,17,0,224,136,0.622222222222,8706937.242,0.960884716809,0.938694710925,137360,191131,213630,False,0.022190005884744443,0.0523734687958911,151439.2111111111
deterministic_seeded,17,18,0,237,123,0.658333333333,7177552.41,0.959741274732,0.936014624942,182250,205740,210451,False,0.02372664978973611,0.05323894985264082,184310.575
deterministic_seeded,18,19,0,246,114,0.683333333333,8167502.645,0.962257402639,0.938759157356,176140,204271,212400,False,0.02349824528283889,0.05332444716173693,161951.29444444444
deterministic_seeded,19,20,0,251,109,0.697222222222,8146654.128,0.963390143571,0.937210184421,178330,203730,212680,False,0.02617995915067222,0.04890798165647818,162397.9361111111
deterministic_seeded,20,21,0,236,124,0.655555555556,9014251.209,0.962514471869,0.937252273122,133220,188240,199370,False,0.025262198746872223,0.054757015022470344,146488.1277777778
deterministic_seeded,21,22,0,238,122,0.661111111111,8163336.838,0.960281030552,0.936885262096,178590,201980,214260,False,0.023395768455769444,0.05066083597241885,161953.575
deterministic_seeded,22,23,0,260,100,0.722222222222,7969563.856,0.963255918086,0.933361965234,174170,200000,217530,False,0.029893952852008333,0.05133284695545252,165769.94166666668
deterministic_seeded,23,24,0,249,111,0.691666666667,7482831.578,0.962772597058,0.938144168802,181760,207180,218500,False,0.024628428256641667,0.04820118479052832,176578.9972222222
deterministic_seeded,24,25,0,230,130,0.638888888889,7894982.818,0.961914614106,0.937291556806,173010,208070,318200,False,0.024623057300744444,0.05104743634326343,165889.05277777778
deterministic_seeded,25,26,0,237,123,0.658333333333,8000937.253,0.959168777685,0.933196221966,169640,213750,331050,False,0.025972555718427777,0.05436885091934999,164982.46944444443
deterministic_seeded,26,27,0,234,126,0.65,7719826.541,0.960629028481,0.940604108576,180610,210430,218900,False,0.020024919905891666,0.051361001092461916,171034.60833333334
deterministic_seeded,27,28,0,235,125,0.652777777778,7862756.092,0.960856808941,0.937381748234,180420,206800,214210,False,0.023475060707741666,0.05383790997555153,168285.39166666666
deterministic_seeded,28,29,0,241,119,0.669444444444,8716172.173,0.96213908428,0.936709959942,139790,189650,207040,False,0.025429124337986112,0.05187435931047229,151228.76388888888
deterministic_seeded,29,30,0,225,135,0.625,8320192.849,0.961725524214,0.940835483961,160840,195321,208860,False,0.02089004025323889,0.05072368263485588,158806.38055555554
